id,version,version2,CHG,ROC,RDT,RSD,OPR,RON,SFI,MRD,MFR,MPN,SER,RRC,FFC,FFI,FCR,FAC,FBC,FHS,REM,INT,SHL,RFI,SAC,MFR3,AMC,MFN,ASE,REG,AIN,TRF,OTT,OPC,check,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350300518,5/16/17,S3960,241-298-002-015,AK51192,U,FT,NI,CR,CM,NB,HW,* For warranty repair - Both vibration indication U/S. Reset unsuccessful. * A/C: LN-NGY    A/C reg: B737    TSN: 8884    CSN: 5781 PMA: No * Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA + TCCA,"Service Rep EVM298  Seal ok. No major physical damages noticed. Some light scratches noticed on case. Algo 3 in memry at reception. No faults in memory at reception. Self test is PASS. Unit tested under thermal stress. Several tests done. Load softwares failures noticed by intermittence due to defective Processing module, must be replaced by a new one via SB 298-77-017 Rev.0 Mar 31/16 which replaces the ModRec 7 by the ModRec 8. VAFM failures noticed due to defective VAFM module, must be replaced by a new one. Algo 3 will be loaded.  *** UNIT UNDER WARRANTY ***",R2,1,,81205,737,BOEING,737-800,LN-NGY,41126,N,8884,5781,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ANA,Meggitt SA,350302114,5/29/17,S3960,241-256-000-131,EF254,U,NT,NA,NA,NA,NA,NA,* For repair - Eng vib bie M msg apr. Msg erase no good. Unit failure is   many record in NVM ram fault history. Output data became 0.00 with many   test item intermittentry. * A/C: JA8971    A/C reg: B6-300    TSN: 60223.28    CSN: 50987 * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,767,BOEING,767-300ERE,JA8971,27942,N,60223,50987,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AFL,Meggitt SA,350303643,6/8/17,S3960,241-322-008-022,AK95390,U,FT,NI,CR,NA,NA,HW,* For test - Inop no indication. * A/C: VQ-BVA    TSN: 9845    CSN: 1297    PMA: Yes Quote: No * PO amount: No    PBH: No    PFR: No * EASA + FAA,"*** Revised quote*** Service Rep EVM322 Seal ok, no major damage was notified at reception. Intermittent failure on ATP step ""programm pin"" and ""Frequency test"" due to Arinc module defect. Arinc module replaced. Unit under warranty.",R2,1,,81205,777,BOEING,300ER,VQ-BUA,41685,N,9845,1297,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AWC,Meggitt SA,350307276,7/3/17,S3960,241-250-000-121,EA293,U,NT,NA,NA,NA,NA,NA,* For repair - Download required. * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA + TCCA + CAAC,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,737,BOEING,300QC,G-POW,25402,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CAW,Meggitt SA,350306907,6/29/17,S3960,241-298-002-015,AF57094,U,NT,NA,NA,NA,NA,NA,* for test / repair as necessary according the latest revision of the CMM   and/or Applicable Maintenance Data. * A/C reg: ZS-ZWB - TSN/CSN: 15695/8932 * EASA / FAA / TCCA,"Service Rep EVM298 Seal ok, no major damage was notified at reception. Self test pass. Unit works within specification. No fault found.",R2,1,,81205,737,BOEING,800,ZS-ZWB,40852,N,15695,8932,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350320096,10/2/17,S3960,144-151-000-101,AJ67986,S,NT,NA,NA,NA,NA,NA,* For overhaul in accordance with applicable CMM or OEM drawings * No PMA/EOA    //    No DER/DOA * * EASA + FAA,"No malfunctioning noted during incoming inspection. All measurements values within specification limits, no fault found. Accelerometer to be cleaned. New test report to be issued. Failure as reported by customer: Cannot confirm any Failure due to missing removal reasons.",R2,1,,ZZZZZ,UNK,,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350320123,10/2/17,S3960,241-322-008-022,AE00136,U,FT,NI,NC,NA,NA,SW,* For update * Removal reason: Cannot update software * C/W Policy Sheet G-77-31-101 date 26.08.2016 * Evaluate warranty repair. This unit was last repair on MR4643354 and was   received at FedEx on 03.09.2017 * * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Internal module checked. Can't read fault in memory. Unit must be reprogrammed. Unit works within specification. Unit repaired FOC. Policy sheet G-77-31-101 doesn't need to applied.",R2,1,,ZZZZZ,UNK,,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350319725,9/28/17,95411,6672M202,CK65,U,NT,NA,NA,NA,NA,NA,* For test and repair according to latest Manufacturer's Documents * Unserviceable tag attached to unit * A/C reg: VQ-BID * Quote: Yes    New part warranty: No    Repair warranty: Yes    PMA: No * Relevant SB: No * Refer to former LHT-PO 251510755 * * EASA + FAA,No physical damage has been noticed. Self test is pass. Unit works within specifications. No fault found. Your options: a) - Unit will be tested and recertified,R2,1,,81205,737,Boeing,400,VQ-BID,28477,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350309754,7/18/17,S3960,241-215-000-031,0133,U,NT,NA,NA,NA,NA,NA,* For repair * C/W Policy Sheet M-77-32-01 dated 03Dec2009 * ACN: 606    POS: ONL    Ins MSN: 0112 * TSN/TRT Current: 43565:37    CSN/TRC Current: 11054 * * FAA * EASA * * Nte Price: 4930.00,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,ZZZZZ,UNK,,,,UNK,N,43565,11054,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350309800,7/19/17,S3960,241-215-000-031,0113,U,NT,NA,NA,NA,NA,NA,* For repair * C/W Policy Sheet M-77-32-01 dated 03Dec2009 * ACN: 587 POS: ONL * Ins MSN: 0198 * TSN/TRT Current: 30139:49    CSN/TRC Current: 7126 * * EASA + FAA * Nte price: 4930.00,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,ZZZZZ,UNK,,,,UNK,N,30139,7126,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350311009,7/27/17,S3960,241-322-008-022,AE08562,U,FT,NI,CR,NA,NA,HW,"* For modification, repair - L vib inop. * A/C: B2078    A/C reg: 777    PMA: No    Quote: Yes * PO amount: 4.769,00 EUR    PBH: No    PFR: No * Special SB/CMM request: CMM 77-30-17    Rev 02    Date AUG10 * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit doesn't power up due to AC/DC defect. AC/DC must be replaced via SB 322-77-002 rev 1 Oct 11/10, new modrec 1. Oscillators on VPM module and Arinc module must be replaced preventively.",R2,1,,81205,777,BOEING,200F,B-2078,37714,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350311210,7/28/17,S3960,241-298-002-016,AM37705,U,NT,NA,NA,NA,NA,NA,* For warranty repair as per vendor's CMM * Removal reason: CNR report the LH and RH vibration value is high * TSN: 2000 / CSN: 974 * A/C: MSN 41380 (B-1542) * EASA / FAA,Seal(s) ok and Acceptable  use  damage  has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,Boeing,,UNK,UNK,N,2000,974,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350311232,7/28/17,S3960,241-298-002-015,AF93250,U,FT,NI,CR,CM,NA,HW,* for repair - Defect: No vib indication in cockpit and no power on AVM   Signal conditioner display. * A/C reg: LN-DYO - TSN/CSN: 13919/11285 * EASA / FAA / TCCA,"Seal(s) ok and Acceptable  use  damage  has been noticed. No failure found in memory. Self test is pass. Confirm customer complaint no communication due to defective GPM, must be replaced ***** Unit under warranty *****",R2,1,,81205,737,BOEING,800,LN-DYO,40868,N,13919,11285,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350311445,7/31/17,S3960,241-215-000-031,0163,U,NT,NA,NA,NA,NA,NA,* For repair * WRI 77-31/5467. C/W Policy Sheet M-77-32-01 dated 03Dec2009. * Nte price: 4930 * TSN/TRT current: 28100:1    CSN/TRC current: 7147 * * EASA + FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,Boeing,UNK,UNK,UNK,N,281001,7147,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350311849,8/2/17,S3960,241-323-007-021,AE58589,U,FT,NI,CR,NA,NA,HW,* for repair - Defect: SCU has internal fault. ENG vib monitor R status in   cruise. Aircraft rectification: Replaced SCU -R and CHD NML IAW AMM   77-31-04 REV MAY17 * A/C reg: B-HNI - TSN/CSN: 15455:42/5896.00 - PFR: YES * EASA / FAA,"***Revised Quote*** Service Rep EVM323 Seal ok, no major damage was notified at reception. Failure on ATP step 1.4.7 ""Check APM RR PNR"" due to DRAM defect on APM module. DRAM must be replaced. Oscillators on Arinc module and VPM module replaced preventively. Tests on Jtag. Unit must be reprogrammed. Soft Rolls loaded via SB 323-77-005 rev 2.",R2,1,,81205,777,BOEING,300,B-HNI,27508,N,15455,5896,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350311993,8/2/17,S3960,241-322-008-022,AM67209,U,FT,NI,CR,NA,NA,HW,"* For warranty repair - Eng R Vib blanked found CB (Eng vib mon R) popped,   unable to reset * TSN 1758.56, CSN 193, A6-EQA (Not registered in Acas) * * EASA/FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit doesn't power up due to AC/DC module defect. AC/DC modulemust be replaced. Unit must be reprogrammed. Unit under warranty",R2,1,,ZZZZZ,UNK,,,,UNK,N,1758,193,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RYR,Meggitt SA,350313507,8/14/17,S3960,241-298-002-015,AE54561,U,FT,NI,CR,NA,NA,HW,* for repair in accordance with the latest revision of the manufacturers   CMM. Defect: ENG #1 and ENG #2 vibration indications blank. AVM replaced   IAW AMM 77-31-03 REV 63 * A/C reg: UNK - TSN/CSN: 23982/14230 * EASA / FAA,"Service Rep EVM298 Seal ok. No major physical damages noticed. No faults noticed in memory at reception. Algo 3 latest version in memory at reception. Load software failures noticed due to defective processing module. Processing module must be repaired. Display blank noticed by intermittence due to defective display panel module, must be replaced by a new one. SB 298-77-011 Rev.1 Jan 08/15 applied. Algo 3 will be loaded.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,23982,14230,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,KAL,Meggitt SA,350313558,8/14/17,S3960,241-324-000-012,AM19066,U,NT,NA,NA,NA,NA,NA,"* for warranty repair - Defect: ENG vib monitor ""R"" sts msg disp. * A/C tye: 777 - TSO/CSO: 305/54 - A/C reg: UNK - PFR: YES * EASA / FAA",Seal(s) ok and Acceptable  use  damage  has been noticed. Unit works within specifications. No fault found.,R2,1,,81205,777,BOEING,,UNK,UNK,O,305,54,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QTR,Meggitt SA,350313585,8/14/17,S3960,241-322-008-022,AE41429,U,NT,NA,NA,NA,NA,NA,* For test / inspect / repair * Defect: Eng R vib blanking (2 hits) mmsg: 77-08862 * A/C: A7-BBF // TSN: 37759 / CSN: 4937 * PFR received * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found.",R2,1,,81205,777,Boeing,200LR,A7-BBF,36018,N,37759,4937,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ARG,Meggitt SA,350313590,8/14/17,S3960,241-280-051-012,0407,U,FT,NI,CR,NA,NA,HW,* for inspection / repair - Defect: INOP * A/C reg: LV-CYJ - TSN/CSN: UNK * EASA / FAA / TCCA / CAAC,Seal(s) ok and no physical damage has been noticed. No failure detected in memory at reception. Self test is pass. Intermittent failure noticed during ATP (load software). EEPROM on processing module were defect and will be replaced iaw SB 280- 77-005 Rev 00 Date of issue Jul 02/12,R2,1,,81205,737,BOEING,700,LV-CYJ,30647,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AIC,Meggitt SA,350313594,8/14/17,S3960,241-322-007-021,AD91828,U,FT,NI,CR,NA,NA,HW,* for inspection / repair - INOP * A/C reg: VT-ALQ - MSN: 36315 - TSN/CSN: UNK * EASA / FAA,"Service Rep EVM322 Seal ok, No Physical damage was noticed at reception. The unit PNR:241-322-007-021 will be upgraded to the new version PNR:241-322-008-022 Mod Rec.1. Oscillators on VPM module and Arinc module must be replaced preventively. Arinc module defect. To respect deadline of TAT, Arinc module replaced via SB 322-77-004 rev 0, new Modrec 3 added.",R2,1,,81205,777,BOEING,300ER,VT-ALQ,36315,N,29512,4212,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350313891,8/16/17,S3960,241-280-056-014,AC04671,U,FT,NI,CR,NA,NA,HW,* For repair * FAN TRIM Balance required on the #2 (R/H) Engine. Found AVM display   blank. AVM replaced iaw AMM 77-31-03 rev 63. * Repair in accordance with the latest revision of the manufacturers CMM.   No deviations from this CMM workscope are permitted without prior   written approval by Ryanair. * A/C: DAF * TSN: 34563    CSN: 21258 * * EASA,"Service Rep EVM280 Seal(s) ok and no major physical damage has been noticed. 5V+ Display fail due to deffective Power Supply Module PSM must be repaired Self test is pass. SB 280-77-006 will be applied, MR5 will be added.",R2,1,,81205,UNK,Boeing,UNK,DAF,UNK,N,34563,21258,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SAS,Meggitt SA,350315811,8/28/17,S3960,241-280-053-013,0842,U,FT,NI,NC,NA,NA,HW,"* for functional test acc to latest Manufacturer´s Documents. Defect: 1   WORKSTEP ADDED BY 44083 ON 19.AUG.2017, 23:59 BOTH ENGINE VIBRATION IN   DICATORS BLANK DURING FLIGHT * A/C reg: SE-RET - End-user: LHT-Pool - TSN/CSN: 49844:51/29600 - PMA:   YES * EASA / FAA / CAAC","Service Rep EVM280 (V. Kunti)  Seal ok. No major physical damages noticed. Self Test is PASS. No memory failures at reception. Load failures noticed during tests, due to defective Processing module. Two EEPROM memories must be replaced via SB 280-77-005 Rev.0 Jul 02/12.  Your options:  a.) You want your unit repaired, tested and inspected.",R2,1,,81205,737,BOEING,700,SE-RET,32734,N,49844,29600,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,TDR,Meggitt SA,350315816,8/28/17,S3960,241-280-056-014,AC47368,U,NT,NA,NA,NA,NA,NA,* for test / repair - Defect: Faulty * A/C type: 737 - Reg: UNK - TSN/CSN: UNK * EASA / FAA / CAAC,"Service Rep EVM280 (J.Rolle) Seal ok, no damage was notified at reception. Unit tested under thermal stress withot any failure. Unit works witin specification. No fault found.",R2,1,,81205,737,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350316527,9/1/17,95411,85-118-8,729,U,NT,NA,NA,NA,NA,NA,* for test / inspection * A/C reg: UNK - TSN/CSN: UNK - PMA: NO * EASA / FAA,Subcontracted to MOC,R2,0,IRTR,81205,UNK,BOEING,,UNK,UNK,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350316684,9/1/17,S3960,241-322-008-022,AD69419,U,FT,NI,CR,NA,NA,HW,* For test and repair * Removal reason: EVMU CB keeps tripping. SW RH has no output on sys ARINC   429 bus. * * EASA + FAA * * TSN: 38732:01    CSN: 5930,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit doesn't power up due to AC/DC module defect. AC/DC module damaged DC/DC module. The both modules must be replaced. Oscillators on VPM module and Arinc module must be replaced preventively.",R2,1,,81205,777,Boeing,200F,A6-EFD,35606,N,38732,5930,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350316812,9/5/17,S3960,241-322-008-022,AE72049,U,FT,NI,CR,NA,NA,SW,"* For repair - MMSG 77-00032 FIM 77-31. * C/W Policy Sheet G-77-31-101 Dated 26Aug2016 * PMA: No    Quote: Yes    PO amount: 4.694,00 $    PBH: No PFR: No * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. Due to fault 10 and 18 in memory, VPM module must be replaced via SB 322-77-005 rev 0, New modrec 4 added. Oscillators on Arinc module must be replaced preventively. Policy Sheet G-77-31-101 Dated 26Aug2016.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,27861,4274,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350317235,9/7/17,S3960,241-280-056-014,AC77205,U,NT,NA,NA,NA,NA,NA,* For test * Warranty: No * * EASA + FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. Mod rec 5 will be added during ATP IAW SB 280-77-006 rev1 feb 24/15.,R2,1,,81205,UNK,Boeing,,,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350317422,9/11/17,S3960,241-280-053-013,0642,U,NT,NA,NA,NA,NA,NA,* for test * MSN: 29039 * EASA / FAA / CAAC,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,BOEING,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350317509,9/8/17,S3960,241-280-051-012,0114,U,NT,NA,NA,NA,NA,NA,"* For bench test, and cosmetic clean up if required. Do not proceed with   repair without quote approval. Identify any MOD status in the unit and   add to all certs. * EASA / FAA / CAAC",Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,Boeing,,,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350317613,9/12/17,S3960,241-250-000-121,EA204,U,NT,NA,NA,NA,NA,NA,* For repair * RFR: #1 engine vibration erratic from 0 to 4 units * A/C reg: G-JMCB * EASA / FAA / TCCA / CAAC,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,Boeing,,UNK,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350318057,9/14/17,S3960,241-251-000-121,EB241,U,NT,NA,NA,NA,NA,NA,"* For repair - Following engine 2 change, status message engine vib bite   lower eicas. * Type: B767    TSN: 50320.1    CSN: 1618    PMA: No Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA + TCCA",Seal(s) ok and no physical damage has been noticed. Failure detected in memory at reception but not confirmed during investigations. Self test is pass. Thermal stress test performed. Unit works within specifications. No fault found.,R2,1,,81205,UNK,BOEING,,,UNK,N,50320,1618,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350318468,9/21/17,S3960,241-215-000-031,0232,U,FT,NI,CR,NA,NA,HW,* For repair * Reason for removal: ind xxed out could not access through cfds * C/W Policy sheet M-77-32-01 dated 03Dec2009 * TSN: 34354 / CSN: 8579 * EASA / FAA,Seal(s) ok and no physical damage has been noticed. Power test is fail. Short circuited IC on CHANNEL MODULE E2 detected. Defective diode on POWER SUPPLY MODULE detected. Unit is out of warranty period.,R2,1,,81205,UNK,Boeing,,UNK,UNK,N,34354,8579,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350318540,9/19/17,S3960,241-280-053-013,AA17864,U,FT,NI,CR,NA,NA,HW,* for repair LQ97.763 airframe vibration monitoring indications are both   blank during flight airframe vibration monitoring indications. A/C reg:   D-ALEP - TSN/CSN: UNK * EASA / FAA,"Service Rep EVM280  Seal ok. No major physical damages noticed. ""N1 Tacho Loss E1"" noticed in memory. Self test is pass. The processing module EEPROM's must be replaced via SB 280-77-005 Rev.0 Jul 02/12. PSM, backplane and display module must replaced by new ones.",R2,1,,81205,757,BOEING,200PCF,D-ALEP,30046,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,KLM,Meggitt SA,350319730,9/28/17,S3960,241-298-002-015,AH94074,U,FT,NI,CR,NA,NA,HW,* for test / repair if necessary according the latest revision of the CMM   - Defect: ENG #1 no vib indication * A/C reg: EI-GBI - TSN/CSN: 14757/9273 * EASA / FAA / TCCA,"Service Rep EVM298 Seal ok. No major physical damages noticed. Algo 3 latest version in memory at reception. Failure ""21h"" noticed in memory at reception. Customer complaint confirmed. BITE vib chain E1 Acc A failures noticed, due to defective processing module. Processing module must be repaired.",R2,1,,81205,737,BOEING,,UNK,UNK,N,14757,9273,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350320112,10/2/17,S3960,241-215-000-031,0227,U,NT,NA,NA,NA,NA,NA,* For inspection and repair - M614026 for spike in vib on #3 eng. * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA,Seal(s) ok and no physical damage has been noticed. No internal failure detected in memory at reception (N1 TACHO FAULT). Self test is pass. Unit works within specifications. No fault found.,R2,1,,ZZZZZ,UNK,BOEING,,,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AAR,Meggitt SA,350319693,10/8/17,S3960,241-256-000-131,EF572,U,NT,NA,NA,NA,NA,NA,* For repair - AVM SGL CONDITIONER ENG 1<(><<)>(><(>&<)><(> <<)>)>2 FAIL * REMOVED FROM HL7620 ON 09JUN17 * TSN/O/R/I : 51131 / 51131 / 1908 / 1908 * CSN/O/R/I : 977 / 977 / 364 / 364 * EASA + FAA,Seal(s) ok and Acceptable  use  damage  has been noticed. Unit works within specifications. No fault found.,R2,1,,81205,747,BOEING,400BDSF,HL7620,29375,N,51131,977,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CSN,Meggitt SA,350312466,8/7/17,S3960,241-322-008-022,AK91674,U,FT,NI,CR,NA,NA,HW,* for warranty repair - Defect: Fault MM77-00032 * A/C reg: B-2010 - TSN/CSN: 10197.40/1188 * EASA / FAA / CAAC,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Failure on ATP step 1.4 ""Load flight software"" due to Arinc module defect. Due to TAT deadline Arinc module must be replaced. Unit must be reprogrammed. Unit under warranty",R2,1,,81205,777,BOEING,200F,B-2010,41634,N,10197,1188,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QTR,Meggitt SA,350312468,8/7/17,S3960,241-322-008-022,AH13702,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: STS msg eng vib monitor R * A/C reg: A7-BFD - TSN/CSN: 29147:48/4833 * EASA / FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Internal module checked. Unit works within specification. No fault found.",R2,1,,81205,777,BOEING,200F,A7-BFD,41427,N,29147,4833,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350312672,8/8/17,S3960,241-323-007-021,AF20317,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: STS msg eng vib monitor R * A/C reg: 9V-SYL - TSN/CSN: 18266:27/5012 * EASA / FAA,"Service Rep EVM323 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Soft Rolls loaded via SB 323-77-005 rev 0.",R2,1,,81205,777,BOEING,300,9V-SYL,33376,N,18266,5012,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ELY,Meggitt SA,350314877,8/22/17,S3960,241-251-000-121,EB268,U,NT,NA,NC,NA,NA,NA,* For inspection and test * A/C: 4X-EAJ * TSN: 29044:09 // CSN: 4483 * * EASA + FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,767,Boeing,300EREM,4X-EAJ,25208,N,29044,4483,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350315272,8/22/17,S3960,241-323-007-021,AE83472,U,FT,NI,CR,NA,NA,HW,* For repair - Vib ind on L eng blank. * A/C: 9V-SVG    TSN: 23559:37    CSN: 3634    PMA: No * PO amount: No    PBH: No    PFR: No * EASA + FAA,"Service Rep EVM323 Seal ok, no major damage was notified at reception. Failure on ATP step Programm pin due to oscillators defect on Arinc module. Oscillators must be repaced. Oscillator on VPM module must be replaced preventively. Soft Rolls loaded IAW 323-77-005 rev 2",R2,1,,81205,777,BOEING,200ER,9V-SVG,30872,N,23559,3634,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350317632,9/12/17,S3960,241-280-056-014,AB67262,U,NT,NA,NA,NA,NA,NA,* for test / repair if necessary according to related CMM - Defect: FIM   TASK 77 - 31 TASK 805 * A/C reg: TC-JGL - TSN/CSN: 37564/22408 * EASA / FAA,"Service Rep EVM280 Seal ok, no major damage was notified at reception. Self test pass. Only external fault in memory. Unit works within specification. No fault found. SB 280-77-006 rev 1 applied during ATP, new Modrec 5 added.",R2,1,,81205,737,BOEING,800,TC-JGL,34410,N,37564,22408,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350317635,9/12/17,S3960,241-258-032-109,0206,U,NT,NA,NA,NA,NA,NA,* for warranty test / repair if necessary according to related CMM.   Defect: Power loss time to time * A/C reg: TC-JGL - TSN/CSN: UNK * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,737,BOEING,800,TC-JGL,34410,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,PGT,Meggitt SA,350317637,9/12/17,S3960,241-298-002-015,AF44041,U,NT,NA,NA,NA,NA,NA,* for test / repair if necessary according to related CMM * A/C reg: TC-AHP - TSN/CSN: 21273/14522 * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,737,BOEING,800,TC-AHP,40721,N,21273,14522,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350317670,9/12/17,S3960,241-280-056-014,AB44084,U,FT,NI,CR,NA,NA,HW,* for test / repair if necessary according to related CMM. Defect: Engine   vib indication is blank * A/C reg: TC-JGH - TSN/CSN: 44967/21208 * EASA / FAA,"Service Rep EVM280 Seal ok, no major damage was notified at reception. Unit doesn't power up due to Backplane and PSM module defect. Backplane damaged and must be replaced IAW SB 280-77- 002, new Modrec 3 added. PSM module damaged and must be replaced IAW SB 280-77-007, new Modrec 4 added. Due to compatibility, VPM module must be replaced IAW With SB  280-77- 009, new Modrec 6 added. SB 280-77-006 applied durind ATP, new Modrec 5 added.",R2,1,,81205,737,BOEING,800,TC-JGH,34406,N,44967,21208,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350317671,9/12/17,S3960,241-280-056-014,AC13286,U,FT,NI,CR,NA,NA,HW,"* for test / repair if necessary according to related CMM. Defect: Fault   code 03, 04, 05 taken internal fault * A/C reg: TC-JGG - TSN/CSN: 35722/17635 * EASA / FAA","Service Rep EVM280 Seal ok, no major damage was notified at reception. Self test pass. Failure on ATP step 4 ""Step 4 Arinc I/O bus test"" due to microprocessor arinc defect. Microprocessor arinc must be replaced.",R2,1,,81205,737,BOEING,800,TC-JGG,34405,N,35722,17635,,
